,评论,断句,方面词,情感词
11466,衣服有厚度,1,衣服,厚度
11467,白色还是挺透的,1,白色,透
11468,谢谢卖家发货很快,1,发货,快
11469,就是白色感觉偏大一点点,1,白色,偏大
11470,还是你家衣服小了,1,衣服,小
11471,是我胖了还是尺码小,1,尺码,小
11472,衣服有小味道,1,味道,小
11473,这个价格真值,0,价格,值
11474,姜黄色颜色很正,0,姜黄色颜色,正
11475,料子也不是很薄那种,0,料子,薄
11476,这个价钱值了,0,价钱,值
11477,质量比较差,1,质量,差
11478,摸着感觉很软的面料,1,面料,软
11479,拍了白色还担心太透,0,白色,透
11480,码数按正常的买就行了,1,码数,正常
11481,感觉尺码有点小,1,尺码,小
11482,衣服厚度适中,1,衣服厚度,适中
11483,可以稍微领口再小点就好了,0,领口,小
11484,手感挺软的,0,手感,软
11485,做工尺码正,1,尺码,正
11486,衣服太厚了,0,衣服,厚
11487,衣服长度是常规正常,1,衣服,正
11488,不过白色有点点透如果穿深色内衣的话,1,白色,透
11489,图三正常颜色,1,颜色,正常
11490,物流超级超级快,1,物流,快
11491,衣服布料有些热,1,衣服布料,热
11492,衣服厚厚的,0,衣服,厚厚的
11493,布料挺薄的,0,布料,薄
11494,物流稍微慢了点,0,物流,慢
11495,布料太软了,1,布料,软
11496,白色比较透,0,白色,透
11497,色差非常大,1,色差,大
11498,物流也快,0,物流,快
11499,物流快,1,物流,快
11500,衣服太硬了,0,衣服,硬
11501,色差有点大吧,1,色差,大
11502,物流挺快,1,物流,快
11503,物流很快就到了,1,物流,快
11504,布料太硬,1,布料,硬
11505,上身效果：帅气,0,上身效果,帅气
11506,布料差,1,布料,差
11507,物流很快欧,0,物流,快
11508,衣服真心差,0,衣服,差
11509,领口太小了,0,领口,小
11510,衣服上有小污点,1,衣服,污点
11511,材料很差,1,材料,差
11512,布料超硬,0,布料,硬
11513,面料有点差,0,面料,差
11514,尺码偏大,0,尺码,偏大
11515,袖子有点短,0,袖子,短
11516,尽快发货,0,发货,快
11517,衣服出汗会透,1,衣服,透
11518,衣服有点硬,0,衣服,硬
11519,质量贼差,1,质量,差
11520,超薄面料,0,面料,薄
11521,颜色也正,0,颜色,正
11522,上身效果：绿色的颜色和图片有差距,0,绿色的颜色和图片,有差距
11523,衣服卖家发货很快,1,发货,快
11524,店家发货非常快,0,店家发货,快
11525,做工极差,0,做工,差
11526,布料有点硬,1,布料,硬
11527,领口太小,0,领口,小
11528,19.9这个价格很值了,0,价格,值
11529,衣服的面料偏向棉麻的感觉,0,衣服的面料,棉麻
11530,买自己平常穿尺码大一号的,0,尺码,大
11531,物流蛮快的,0,物流,快
11532,布料太差扔了,0,布料,差
11533,物流也很快,1,物流,快
11534,衣服很薄,1,衣服,薄
11535,这服务态度真差,1,服务态度,差
11536,而且实体店的质量比这个还差,1,质量,差
11537,尺寸偏小,0,尺寸,偏小
11538,店家发货挺快的,0,店家发货,快
11539,做工太差,1,做工,差
11540,质量特差,1,质量,差
11541,布料很软,0,布料,软
11542,质量很差,1,质量,差
11543,价格与衣服成正比,1,价格与衣服,正比
11544,码子有点小了,0,码子,小
11545,物流够快,0,物流,快
11546,这价格绝对物超所值了,1,价格,物超所值
11547,整体评价：收到货了物流很快,0,物流,快
11548,面料太差,0,面料,差
11549,做工差,1,做工,差
11550,尺码很正,1,尺码,正
11551,做工也差,0,做工,差
11552, 面料品质：有有点透,0,面料,透
11553,面料很软,0,面料,软
11554,客服推荐的尺码挺准的,1,客服推荐的尺码,准
11555,衣服太小,1,衣服,小
11556,发货时间很快,1,发货时间,快
11557,上身效果非常棒,1,上身效果,棒
11558,实惠物流很快,1,物流,快
11559,店家的物流挺快的,0,店家的物流,快
11560,卖家发货也很快,0,卖家发货,快
11561,物流超快的,1,物流,快
11562,物流快好评,1,物流,快
11563,衣服也差,1,衣服,差
11564,省的脏别的衣服怪心疼的,1,衣服,脏
11565,衣服穿着也不会觉得紧绷,1,衣服,紧绷
11566,尺码也正,0,尺码,正
11567,稍后再评价物流很快,1,物流,快
11568,质量差但这个价格也就这样了,0,质量,差
11569,发货也快,0,发货,快
11570,最后说一下客服推荐的尺码很准,0,推荐的尺码,准
11571,物流也很快不错不错下次继续光顾聚酯纤维的容易起球,0,物流,快
11572,这价钱值了~,0,价钱,值
11573,衣服很小,1,衣服,小
11574,物流倒是挺快,1,物流,快
11575,快递物流很快,0,快递物流,快
11576,尺寸小了,1,尺寸,小
11577,面料挺软,0,面料,软
11578,衣服有点小了宝贝已收到,0,衣服,小
11579,客服很贴心而且物流也很快最后当然不可能忘了给这件商品一个好评,0,客服,贴心
11580,发货也慢,0,发货,慢
11581,码子偏小,1,码子,偏小
11582,质量真的差,1,质量,差
11583,码数正,1,码数,正
11584,这个价格来说很超值了,0,价格,值
11585,质量极差,0,质量,差
11586,尺码很小,1,尺码,小
11587,最后点评快递：发货很快,0,发货,快
11588,只能值那个价格了,0,价格,值
11589,客服服务态度也很差,0,客服服务态度,差
11590,尺码正规,0,尺码,正规
11591,尺寸有点偏小,1,尺寸,偏小
11592,面料挺差的,1,面料,差
11593,而且衣服上面还脏兮兮的,0,衣服,脏兮兮
11594,感觉比去年网孔糙大,0,网孔,糙大
11595,客服推荐的尺码很准 ,1,推荐的尺码,准
11596,尺码很准,0,尺码,准
11597,白色的有点点透,0,白色,透
11598,不变形是纯棉的,1,纯棉,不变形
11599,尺寸偏小而且很薄很透,1,尺寸,偏小
11600,颜色正 上身效果：按推荐的号买的,1,颜色,正
11601,有点紧身 尺码推荐：额,1,尺码,紧身
11602,颜色亮堂,0,颜色,亮堂
11603,这个价格值得拥有,1,价格,值得
11604,这个价位物有所值,1,价位,值
11605,做工细,0,做工,细
11606,卖家发货快 超赞,1,卖家发货,快
11607,尺码准,0,尺码,准
11608,布料也挺软和的,1,布料,软和
11609,好  是棉线的薄厚适中,0,薄厚,适中
11610,😳衣服有点小了,0,衣服,小
11611,这个价钱买到这样的质量真的超级值得了,1,价钱,值
11612,衣服有点瘦  建议拍大一码,0,衣服,瘦
11613, 面料品质：100%棉没错,1,面料,棉
11614,料子柔软款式简单,1,料子,柔软
11615,物流也很快给五星好评,1,物流,快
11616,物流很快到家,0,物流,快
11617,发货快速,0,发货,快
11618,尺码小,0,尺码,小
11619,太透了这衣服,0,衣服,透
11620, 物流很快,0,物流,快
11621,就是面料薄,0,面料,薄
11622,劵后价格也值了,1,价格,值
11623,就是领口小,0,领口,小
11624,码数很正,1,码数,正
11625,新的衣服有个洞,1,衣服,洞
11626,就是物流慢了点些,1,物流,慢
11627,淘宝这次送货速度快,1,送货速度,快
11628,蓝色和图片颜色相差很大,1,蓝色和图片颜色,相差大
11629,就得在衣服上来个洞,1,衣服,洞
11630,颜色正,1,颜色,正
11631,颜色挺亮的,1,颜色,亮
11632,除了黑色质量有点差,0,黑色质量,差
11633,颜色都很正,1,颜色,正
11634,做工仔细没有线头,0,做工,仔细
11635,上身效果超赞👍,1,上身效果,赞
11636,发货挺快,0,发货,快
11637,颜色也挺亮,1,颜色,亮
11638,衣服狠薄,1,衣服,薄
11639,就是物流实在慢,0,物流,慢
11640,速度还挺快的,0,速度,快
11641,衣服太小了但又都被拆了&hellip;&hellip;,0,衣服,小
11642,尺码偏大点,0,尺码,偏大
11643,对于这个价钱值得,0,价钱,值
11644,衣服材料稍薄,0,衣服材料,稍薄
11645,有两件衣服是脏的,0,衣服,脏
11646,这个价格包邮真的值了,0,价格,值
11647,店家发货特别快,0,店家发货,快
11648,尺码买的xxl居然比我买的xl还要小,0,尺码,小
11649,质量也非常的差,0,质量,差
11650,就是布料有点差,0,布料,差
11651,款式多,0,款式,多
11652,上身很帅气,1,上身,帅气
11653,孩子很喜欢物流也很快,1,物流,快
11654,这价钱4件非常值,0,价钱,值
11655,整体评价：款式多样,1,款式,多样
11656,衣服比较薄,1,衣服,薄
11657,那个衣服的材质特别差,1,衣服,差
11658,尺码也准,1,尺码,准
11659,客服推荐尺码也很正,0,客服推荐的尺码,正
11660,尺码正,1,尺码,正
11661,这次买的XL尺码还是大了,1,尺码,大
11662,这个质量 这个价格值了,1,价格,值
11663,重点收到货商品与描述不符,1,商品与描述,不符
11664,不比那些名牌的质量差,0,质量,差
11665,物流很快的,0,物流,快
11666,面料差,1,面料,差
11667,比纯棉的来说比较不容易变形,1,纯棉,不容易变形
11668,整体评价：做工差,1,做工,差
11669,质量也很差,1,质量,差
11670,衣服差就不说了,0,衣服,差
11671,做工真的是非常差,0,做工,差
11672,客服推荐的码数蛮正确的,0,客服推荐的码数,正确
11673,不过感觉衣服还是有点厚,0,衣服,厚
11674,实际效果超赞,0,实际效果,赞
11675,衣服面料有很多掉线,0,衣服面料,掉线
11676,价格比人贵,1,价格,贵
11677,就是有一件质量差点,0,质量,差
11678,衣服穿着帅帅的,0,衣服,帅帅的
11679,质量是薄料衣服收到了,1,衣服,薄款
11680,等要洗的时候发现白衣服脏的洗不掉,0,衣服,脏
11681,衣服有点薄,0,衣服,薄
11682,看不出来以为4件七十多肯定质量很差,1,质量,差
11683,因为衣服大了所以需要换,0,衣服,大
11684,尺寸直径有些小,0,尺寸,小
11685,码数正好,0,码数,正好
11686,就是之前的衣服买小了,0,衣服,小
11687,颜色一样物流也快,0,物流,快
11688,买了四件 就两件能穿 一件尺寸小,0,尺寸,小
11689,感觉衣服还是小了,0,衣服,小
11690,多种款式买了一套,1,款式,多
11691,物流也是非常快,1,物流,快
11692,不会有下一次了 整体评价：真的差 材质特性：差 面料品质：差,1,材质特性,差
11693,4306449678179物流很快,0,物流,快
11694,黑色的那个衣服图案后面特别多,0,衣服图案,多
11695,白色的特别透露肉,0,白色,透
11696,款式多样,0,款式,多样
11697,不知道是不是尺码偏大,0,尺码,偏大
11698,上身效果帅气,0,上身效果,帅
11699,尺码比较准,0,尺码,准
11700,颜色正不掉色,0,颜色,不掉色
11701,爸爸说的衣服有点小,1,衣服,小
11702,尺码稍微有点买大了,0,尺码,大
11703,质量棒棒哒～物流非常快～,0,质量,棒棒哒
11704,就是打开时味道很大,0,味道,大
11705,衣服是薄款,1,衣服,薄款
11706,料子软,1,料子,软
11707,最差劲的衣服,1,衣服,差劲
11708,面料品质：差 洗了几遍还是会掉毛一样的东西,0,面料品质,差
11709,质量是真的很差,1,质量,差
11710,料子轻薄,1,料子,轻薄
11711,选浅色的衣服容易看起来很脏,1,浅色的衣服,脏
11712,只是我码子买小了些,1,码子,小
11713,色差大,1,色差,大
11714,就是两件衣服的尺码有差别,0,衣服的尺码,有差别
11715,总之这个价位能买到这样的衣服很值了,1,价位,值
11716,就是物流有点慢,1,物流,慢
11717,这个价格属实值得,0,价格,值得
11718,颜色也比较正,0,颜色,正
11719,料子是薄的那种,1,料子,薄
11720,值这个价钱,1,价钱,值
11721,价格超值的,0,价格,值
11722,就是质量差点,1,质量,差点
11723,物流很快和客服都很好,0,物流,快
11724,颜色漂亮,1,颜色,漂亮
11725,版型也正也没变形,0,版型,正
11726,货很好物美价廉发货也很快,0,发货,快
11727,物流很快   实物确实挺好的,0,物流,快
11728,这个价位能买到这种质量的衣服确实值,0,价位,值
11729, 材质特性：舒软,0,材质特性,舒软
11730,这个价格能买到实在🍎是太值得了,1,价格,值
11731,料子很软,0,料子,软
11732,衣服是薄的,0,衣服,薄
11733,料子很薄,1,料子,薄
11734,宝贝以收到非常满意物流也很快,1,物流,快
11735,售后服务质量真的差 你不找他,0,质量,差
11736,物流很快收到了,0,物流,快
11737,物流炒鸡快,0,物流,快
11738,属于优质棉面料,0,面料,优质棉
11739,面料轻薄,0,面料,轻薄
11740,物流很快的哦,1,物流,快
11741,衣服差不多就行了,0,衣服,差不多
11742,上身帅气,1,上身,帅气
11743,布料非常差,1,布料,差
11744,衣服上身效果很赞,0,衣服上身效果,赞
11745,衣服的料子太差了,0,衣服的料子,差
11746,尺码大,0,尺码,大
11747,衣服是真的差,1,衣服,差
11748,码数也正好😍,0,码数,正好
11749,颜色也正[玫瑰]非常高的一款产品,1,颜色,正
11750,下次还来这🎃🎃衣服包装也是很正规,1,衣服包装,正规
11751,这衣服太差了,0,衣服,差
11752,版型上身效果很帅气,1,版型上身效果,帅气
11753,颜色也正[太阳],1,颜色,正
11754,衣服料子一看就知道很差劲的那种,0,衣服料子,差劲
11755,这个价格能买到实在是太值得了,1,价格,值得
11756,物流也特别快,1,物流,快
11757,这个价格超值了,1,价格,值
11758,版型正,1,版型,正
11759,🌙这个价格能买到真的是特别值得,0,价格,值得
11760,实物的尺码小,1,实物的尺码,小
11761,定制款式多种多样,1,定制款式,多种多样
11762,物流好快,1,物流,快
11763, 物流也很快,1,物流,快
11764,客服介绍的尺码很正,1,尺码,正
11765,衣服质量比较薄,0,衣服质量,薄
11766,这个价钱也值,0,价钱,值
11767,**人卖傻不衣服太差了,0,衣服,差
11768,白色衣服和黄色衣服有差距的,1,白色衣服和黄色衣服,有差距
11769,衣服时尚大方,1,衣服,时尚大方
11770,这个价格能买到真的是值得了,1,价格,值
11771,正常尺码就行,1,尺码,正常
11772,版型很正,1,版型,正
11773,物流到货也快,1,物流,快
11774,版型也挺正,1,版型,正
11775,物流还是蛮快的,1,物流,快
11776,颜色也正😄,0,颜色,正
11777, 显着干净衣服很板正,0,衣服,板正
11778,卖家发货还挺快,0,发货,快
11779,白色点点透,0,白色,透
11780,价格也很超值,1,价格,值
11781,就是物流慢了些,1,物流,慢
11782,不褪色颜色正,1,颜色,正
11783,快递物流也很快,1,快递物流,快
11784,衣服薄到像一张纸巾,0,衣服,薄
11785,这个价位很超值,1,价位,值
11786,但是实物的颜色也很漂亮,0,实物的颜色,漂亮
11787,衣服比较厚,0,衣服,厚
11788,唯一不喜欢的领口太小不太适合夏天穿,0,领口,小
11789,衣服偏厚,0,衣服,偏厚
11790, 颜色很正,1,颜色,正
11791,而衣服又偏厚,0,衣服,偏厚
11792,领口是真小啊,0,领口,小
11793,就是领口有点紧,1,领口,紧
11794,我的身高体重：160颜色很漂亮,1,颜色,漂亮
11795,比浅绿色的材质软踏,0,浅绿色的材质,软踏
11796,这个衣服偏厚一点,1,衣服,偏厚
