,评论,评论号,评价对象,情感词
7014,上身效果非常棒,1,上身效果,棒
7015,衣服也差,1,衣服,差
7016,尺码也正,0,尺码,正
7017,最后说一下客服推荐的尺码很准,1,客服推荐的尺码,准
7018,这价钱值了~,1,价钱,值
7019,衣服很小,1,衣服,小
7020,面料挺软,0,面料,软
7021,衣服有点小了宝贝已收到,0,衣服,小
7022,发货也慢,0,发货,慢
7023,码子偏小,0,码子,小
7024,码数正,1,码数,正
7025,这个价格来说很超值了,1,价格,值
7026,质量极差,1,质量,差
7027,尺码很小,1,尺码,小
7028,客服服务态度也很差,0,客服服务态度,差
7029,尺码正规,0,尺码,正规
7030,尺寸有点偏小,0,尺寸,偏小
7031,面料挺差的,0,面料,差
7032,感觉比去年网孔糙大,1,网孔,糙大
7033,客服推荐的尺码很准 ,1,客服推荐的尺码,准
7034,尺码很准,1,尺码,准
7035,尺寸偏小而且很薄很透,1,尺寸,小
7036,颜色正 上身效果：按推荐的号买的,1,颜色,正
7037,有点紧身 尺码推荐：额,1,尺码,紧身
7038,颜色亮堂,1,颜色,亮堂
7039,这个价位物有所值,0,价位,物超所值
7040,做工细,0,做工,细
7041,尺码准,0,尺码,准
7042,好  是棉线的薄厚适中,1,棉线的薄厚,适中
7043,😳衣服有点小了,1,衣服,小
7044,发货快速,1,发货,快速
7045,尺码小,1,尺码,小
7046,太透了这衣服,1,衣服,透
7047,就是面料薄,1,面料,薄
7048,就是领口小,0,领口,小
7049,新的衣服有个洞,1,衣服,洞
7050,就是物流慢了点些,1,物流,慢
7051,蓝色和图片颜色相差很大,1,蓝色和图片颜色相差,大
7052,就得在衣服上来个洞,1,衣服,洞
7053,颜色挺亮的,0,颜色,亮
7054,除了黑色质量有点差,0,黑色质量,差
7055,颜色都很正,0,颜色,正
7056,做工仔细没有线头,0,做工,仔细
7057,颜色也挺亮,1,颜色,亮
7058,衣服狠薄,1,衣服,薄
7059,就是物流实在慢,1,物流,慢
7060,衣服太小了但又都被拆了&hellip;&hellip;,1,衣服,小
7061,对于这个价钱值得,0,价钱,值
7062,衣服材料稍薄,0,衣服材料,薄
7063,有两件衣服是脏的,0,衣服,脏
7064,质量也非常的差,0,质量,差
7065,就是布料有点差,0,布料,差
7066,款式多,0,款式,多
7067,整体评价：款式多样,0,款式,多样
7068,客服推荐尺码也很正,1,客服推荐的尺码,正
7069,尺码正,1,尺码,正
7070,这次买的XL尺码还是大了,1,尺码,大
7071,重点收到货商品与描述不符,0,商品与描述,不符
7072,不比那些名牌的质量差,0,质量,差
7073,面料差,0,面料,差
7074,整体评价：做工差,1,做工,差
7075,质量也很差,1,质量,差
7076,衣服差就不说了,1,衣服,差
7077,客服推荐的码数蛮正确的,0,客服推荐的码数,正确
7078,不过感觉衣服还是有点厚,0,衣服,厚
7079,实际效果超赞,0,实际效果,赞
7080,衣服面料有很多掉线,0,衣服面料,掉线
7081,就是有一件质量差点,1,质量,差点
7082,衣服穿着帅帅的,1,衣服,帅帅的
7083,看不出来以为4件七十多肯定质量很差,0,质量,差
7084,因为衣服大了所以需要换,0,衣服,大
7085,尺寸直径有些小,0,尺寸,小
7086,码数正好,0,码数,正好
7087,买了四件 就两件能穿 一件尺寸小,1,尺寸,小
7088,感觉衣服还是小了,1,衣服,小
7089,多种款式买了一套,1,款式,多
7090,黑色的那个衣服图案后面特别多,0,衣服图案,多
7091,款式多样,1,款式,多样
7092,不知道是不是尺码偏大,1,尺码,大
7093,上身效果帅气,1,上身效果,帅气
7094,尺码比较准,1,尺码,准
7095,爸爸说的衣服有点小,0,衣服,小
7096,尺码稍微有点买大了,0,尺码,大
7097,质量棒棒哒～,0,质量,棒棒哒
7098,就是打开时味道很大,0,味道,大
7099,最差劲的衣服,0,衣服,差劲
7100,质量是真的很差,1,质量,差
7101,料子轻薄,1,料子,轻薄
7102,选浅色的衣服容易看起来很脏,1,浅色的衣服,脏
7103,色差大,0,色差,大
7104,就是两件衣服的尺码有差别,0,衣服的尺码,有差别
7105,总之这个价位能买到这样的衣服很值了,0,价位,值
7106,就是物流有点慢,0,物流,慢
7107,颜色也比较正,1,颜色,正
7108,值这个价钱,0,价钱,值
7109,版型也正也没变形,1,版型,正
7110,这个价位能买到这种质量的衣服确实值,0,价位,值
7111, 材质特性：舒软,0,材质特性,舒软
7112,料子很软,1,料子,软
7113,衣服是薄的,1,衣服,薄
7114,料子很薄,1,料子,薄
7115,售后服务质量真的差 你不找他,0,售后服务质量,差
7116,面料轻薄,1,面料,轻薄
7117,衣服差不多就行了,1,衣服,差不多
7118,布料非常差,0,布料,差
7119,衣服上身效果很赞,0,衣服上身效果,赞
7120,衣服的料子太差了,0,衣服的料子,差
7121,尺码大,0,尺码,大
7122,码数也正好😍,1,码数,正好
7123,颜色也正[玫瑰]的一款产品,1,颜色,正
7124,下次还来这🎃🎃衣服包装也是很正规,1,衣服包装,正规
7125,这衣服太差了,1,衣服,差
7126,颜色也正[太阳],0,颜色,正
7127,衣服料子一看就知道很差劲的那种,0,衣服料子,差劲
7128,这个价格能买到实在是太值得了,0,价格,值得
7129,版型正,1,版型,正
7130,🌙这个价格能买到真的是特别值得,1,价格,值得
7131,实物的尺码小,1,实物的尺码,小
7132,定制款式多种多样,1,定制款式,多种多样
7133,衣服质量比较薄,0,衣服质量,薄
7134,这个价钱也值,0,价钱,值
7135,**人卖傻不衣服太差了,0,衣服,差
7136,衣服时尚大方,1,衣服,时尚大方
7137,这个价格能买到真的是值得了,1,价格,值
7138,版型很正,0,版型,正
7139,颜色也正😄,1,颜色,正
7140, 显着干净衣服很板正,1,衣服,板正
7141,白色点点透,1,白色,透
7142,就是物流慢了些,0,物流,慢
7143,不褪色颜色正,0,颜色,正
7144,衣服薄到像一张纸巾,0,衣服,薄
7145,这个价位很超值,0,价位,超值
7146,衣服比较厚,1,衣服,厚
7147,衣服偏厚,0,衣服,厚
7148, 颜色很正,0,颜色,正
7149,而衣服又偏厚,0,衣服,厚
7150,领口是真小啊,0,领口,小
7151,我的身高体重：160颜色很漂亮,1,颜色,漂亮
7152,比浅绿色的材质软踏,1,浅绿色的材质,软踏
7153,体恤面料颜色都很棒,0,体恤面料颜色,棒
7154,衣服莫名的领子发黄 ,0,领子,发黄
7155,白色不会透,0,白色,透
7156,不过码子买小了,0,码子,小
7157,灰色颜色有点显老,0,灰色颜色,显老
7158,款式和面料都很棒,0,款式和面料,棒
7159,不褪色但领口小显肩壮,0,领口,小
7160,白色还是会透,0,白色,透
7161,白色不怎么透,1,白色,透
7162,不是很薄的材质,1,材质,薄
7163,喜欢小领口,1,领口,小
7164,领口小一点,0,领口,小
7165,面料还是有点透,1,面料,有点透
7166,差距继续拉大,1,差距,大
7167,是稍微偏硬的布料,1,布料,硬
7168,和去年的款比好像领口要小一点,0,领口,小
7169,衣服很厚的,0,衣服,厚
7170,颜色真的很漂亮,1,颜色,漂亮
7171,纯棉又不变形,1,纯棉,不变形
7172,整体评价：有点厚,1,整体,厚
7173,服务态度超级差,1,服务态度,差
7174,就是觉得价格有点贵了,1,价格,贵
7175,质量很差给家婆买的,0,质量,差
7176,面料轻薄细致,0,面料,轻薄
7177,物流快速,0,物流,快速
7178,衣服有点宽但是不影响,0,衣服,宽
7179,面料品质：裤子有点薄,1,裤子,薄
7180,衣服太透明了,1,衣服,透明
7181,就是她说腰部衣服最下边略有点紧,1,衣服,紧
7182,颜色没色差,1,颜色,色差
7183,颜色也很漂亮,0,颜色,漂亮
7184,衣服整体太大,1,衣服整体,大
7185,尺码偏大了,1,尺码,大
7186,就是衣服买的有些大了,1,衣服,大
7187,料子柔软光滑,0,料子,柔软光滑
7188,这个价位买这个衣服也是很值啦,0,价位,值
7189,赞一个 这个价格值得,0,价格,值得
7190,这款颜色的确很漂亮,1,颜色,漂亮
7191,价格绝对值,1,价格,值
7192,夏季买的尺码偏大,1,尺码,偏大
7193,料子薄了点,1,料子,薄
7194,质量差的,1,质量,差
7195,让她穿裤子上衣搭别的😎这个颜色还是很漂亮的,1,颜色,漂亮
7196,布料软,1,布料,软
7197,整体评价：价格厚道,1,价格,厚道
7198,颜色很正穿在身上特别的舒适,1,颜色,正
7199,版型很正不会变形掉色,1,版型,正
7200,颜色超正,0,颜色,正
7201,这衣服穿着美丽大方,0,衣服,美丽大方
7202,这个价钱我觉得挺值的,0,价钱,值
7203,这个价格买的值,1,价格,值
7204,裤子尺码太大,0,裤子尺码,大
7205,只不过发货实在有点慢,0,发货,慢
7206,但这个价格这个质量已经是很值了,0,价格,值
7207,衣服号码买小了,1,衣服号码,小
7208,服务态度超差,1,服务态度,差
7209,衣服里面打底太小了,1,衣服,小
7210,衣服样式简单大方,0,衣服样式,简单大方
7211,客服提供的码数也正好,0,码数,正好
7212,面料软软滑滑的,0,面料,软软滑滑的
7213,码数也正,0,码数,正
7214,这个价格也物超所值,0,价格,物超所值
7215,推荐的尺码也很准,0,尺码,准
7216,这个价格很值得,0,价格,值得
7217,而且尺码很准,0,尺码,准
7218,衣服有一点点大,1,衣服,大
7219,这样的价钱物超所值,1,价钱,物超所值
7220,料子薄透气,1,料子,薄
7221,衣服太宽了,1,衣服,宽
7222,怎么衣服还这么大一件,1,衣服,大
7223,就是衣服有点大,1,衣服,大
7224,做工太差了,0,做工,差
7225,??衣服太大了,1,衣服,大
7226,而且领口也是特别小的哪种,1,领口,小
7227,物流很慢,1,物流,慢
7228,衣服裤子太大了,1,衣服裤子,大
7229,差距好大,0,差距,大
7230,衣服大到无法穿,0,衣服,大
7231,服务态度太差了,0,服务态度,差
7232,面料跟图片差异很大,1,面料跟图片差异,大
7233,实物版型和图片差太多 物流特慢 不适合年轻女孩穿 料子较厚,1,实物版型和图片,差太多
7234,而且这个价格超值,0,价格,值
7235,面料很棒的一套工作服,0,面料,棒
7236,套装版型很正,0,套装版型,正
7237,衣服包装高大上,0,衣服包装,高大上
7238,西装面料很棒,0,西装面料,棒
7239,上身款式帅气十足,0,上身款式,帅气
7240,最重要上身效果超赞,0,上身效果,赞
7241,宝贝颜色很正,0,宝贝颜色,正
7242,效果挺赞的,0,效果,赞
7243,就是码子有点偏小  能将就穿,0,码子,小
7244,这个衣服与之前买的有差距,0,衣服,有差距
7245,这个价格也是超值的哦,1,价格,值
7246,卫衣非长的漂亮颜色,1,颜色,漂亮
7247,颜色非常的正,0,颜色,正
7248,衣服很帅,0,衣服,帅
7249,颜色正宗,0,颜色,正宗
7250,卖家发货及时,0,卖家发货,及时
7251,效果比真图差一点,0,效果,差
7252,物流有一个点慢,0,物流,慢
7253,物流慢：2017年11月17号下的单,1,物流,慢
7254,服务态度差：申请退货审核未通过,1,服务态度,差
7255,根据平常的尺寸买也会小些,1,尺寸,小
7256,缺点是裤袋布料很薄,1,裤袋布料,薄
7257,颜色很亮显肤色白,0,颜色,亮
7258,衣服做工细,1,衣服做工,细
7259,衣服穿了很大方,1,衣服,大方
7260,客服推荐的尺码很正,0,尺码,正
7261,衣服款式很多,0,衣服款式,多
7262,尺码很正穿上很舒服推荐购买,0,尺码,正
7263,颜色也正的,0,颜色,正
7264,就是码子稍偏小了点,1,码子,小
7265,衣服真的很厚,1,衣服,厚
7266,衣服薄,0,衣服,薄
7267,颜色也非常的正,1,颜色,正
7268,没想到我穿这衣服还是挺帅的,1,衣服,帅
7269,颜色正的,0,颜色,正
7270,就是感觉裤子大了,1,裤子,大
7271,做工也细,0,做工,细
7272,款式颜色很正,0,款式颜色,正
7273,料子摸起来很柔软,0,料子,柔软
7274,就是上衣的外套尺寸做得太小,1,外套尺寸,小
7275,里面的短袖码子有些偏小,1,码子,偏小
7276,衣服很差劲,1,衣服,差劲
7277,尺码不是很准（不知尺码标注依据）,1,尺码,准
7278,衣服面料有点厚了,1,衣服面料,厚
7279,裙子布料硬,0,裙子布料,硬
7280,衣服上衣有点厚,0,衣服上衣,厚
7281,颜色没有那么图片鲜亮,0,颜色,鲜亮
7282,衣服稍微厚了点,0,衣服,厚
7283,商品款式很多,1,商品款式,多
7284,料子摸着柔软,0,料子,柔软
7285,包装的很精致,0,包装,精致
7286,朋友很喜欢  物流有点慢,0,物流,慢
7287,料子摸着也很柔软,1,料子,柔软
7288,衣服颜色和图片差不多,1,衣服颜色和图片,差不多
7289,因为码子偏小换了,1,码子,小
7290,价格合理值得信赖的品牌,1,价格,合理
7291,唯一遗憾的是袖子与图片上的不一样  实际偏短了一些,1,袖子与图片,不一样
7292,价格小贵,1,价格,小贵
7293,衣服是穿过的而且衣服很脏有味道,1,衣服,脏
7294,物流超级慢,1,物流,慢
7295,物流也很慢,0,物流,慢
7296,但衣服有点大,0,衣服,大
7297,除了袖子短了一丢丢,1,袖子,短
7298,颜色比图片上要亮一点,1,颜色比图片,亮
7299,薄款的面料,1,面料,薄款
7300,衣服小,1,衣服,小
7301,颜色也很漂亮洋气,0,颜色,漂亮洋气
7302,衣料手感软舒滑顺,0,衣服手感,软
7303,颜色正规,0,颜色,正规
7304,价格贵点,0,价格,贵
7305,而且袖子还是有些宽大的,1,袖子,宽大
7306,衣服厚重,1,衣服,厚重
7307,色差也很大,1,色差,大
7308,衣料差就算了问题是做工还差,0,衣料,差
7309,发货较慢,0,发货,慢
7310,服务态度太差,1,服务态度,差
7311,这是我买过最差的衣服,1,衣服,差
7312,这个价格贵了,1,价格,贵
7313,衣服大了,1,衣服,大
7314,这个价格真是超值的,0,价格,值
7315,衣服比一般的码稍大,0,衣服,稍大
7316,轻薄面料,0,面料,轻薄
7317,物流超慢,1,物流,慢
7318,毛衣颜色挺正的,0,毛衣颜色,正
7319,居然比XL小了两个码的尺寸,1,尺寸,小
7320,客服服务态度非常差,1,客服服务态度,差
7321,衣服很时尚大方,1,衣服,时尚大方
7322,衣服是有点厚度的,1,衣服,厚度
7323,裙子的面料超级薄,0,裙子的面料,薄
7324,袖子微短,0,袖子,短
7325,发货实在是慢,0,发货,慢
7326,颜色很正哦～嘻嘻,0,颜色,正
7327,面料较软,1,面料,软
7328,小衣服是纯棉的,1,衣服,纯棉的
7329,就这件是颜色亮一点,1,颜色,亮
7330,颜色和花纹都很漂亮,1,颜色和花纹,漂亮
7331,物流快捷,1,物流,快捷
7332,而且物流派送依旧很快速,1,物流派送,快速
7333,颜色超级正,1,颜色,正
7334,大的衣服相对比较贵,1,衣服,贵
7335,就是质量差,1,质量,差
7336,小衣服摸起来棉棉的,1,衣服,绵绵的
7337,是那种棉纱材质,0,材质,棉纱
7338,很多白色的款式,0,白色的款式,多
7339,小衣服很萌,0,衣服,萌
7340,衣服样子很可爱很小,0,衣服样子,可爱
7341,小朋友的衣服都萌萌哒,1,衣服,萌萌哒
7342,手感很软,0,手感,软
7343,做工也很细,0,做工,细
7344,料子很柔软、很适合新生儿穿、一下囤了9套、还会继续回购～,1,料子,柔软
7345,有的价格很贵,1,价格,贵
7346,衣服小小的很可爱,1,衣服,可爱
7347,尺寸可能偏小,1,尺寸,小
7348,是纯棉的洗后不掉色缩水,1,纯棉的,不掉色缩水
7349,感觉码偏大,1,码,偏大
7350,材质很软,0,材质,软
7351,做工非常仔细,0,做工,仔细
7352,颜色款式也很多样,0,颜色款式,多样
7353,只见衣服小,0,衣服,小
7354,码数正常,1,码数,正常
7355,料子穿着很柔软,1,料子,柔软
7356,这个价位买到真的很值,0,价位,值
7357,裤子的颜色很正,1,裤子的颜色,正
7358,经常给娃买这个牌子的衣服质量杠杠滴110的儿子才1米穿着大了点,0,衣服质量,杠杠滴
7359,款式也较多选择,0,款式,多
7360,裤子码数正常,0,裤子码数,正常
7361,折扣力度很大,1,折扣力度,大
7362,儿子穿上身保暖又帅气,0,上身,保暖又帅气
