,评论,评价对象,程度副词,否定词,情感词
10765,衣服裤子太大了,衣服裤子,太,0,大
10766,衣服跟图片颜色有差异,衣服跟图片颜色,0,0,有差异
10767,差距好大,差距,0,0,大
10768,衣服大到无法穿,衣服,0,0,大
10769,服务态度太差了,服务态度,太,0,差
10770,质量超差,质量,超,0,差
10771,衣服很差,衣服,很,0,差
10772,衣服挺厚的,衣服,挺,0,厚
10773,面料跟图片差异很大,面料跟图片差异,很,0,大
10774,实物版型和图片差太多 物流特慢 不适合年轻女孩穿 料子较厚,实物版型和图片,0,0,差太多
10775,版型特别正,版型,特别,0,正
10776,而且这个价格超值,价格,超,0,值
10777,面料很棒的一套工作服,面料,很,0,棒
10778,套装版型很正,套装版型,很,0,正
10779,时尚的一款衣服,衣服,0,0,时尚
10780,买的黑色西装颜色很正,黑色西装颜色,很,0,正
10781,衣服包装高大上,衣服包装,0,0,高大上
10782,西装面料很棒,西装面料,很,0,棒
10783,上身款式帅气十足,上身款式,十足,0,帅气
10784,最重要上身效果超赞,上身效果,0,0,赞
10785,尺码超级准,尺码,超级,0,准
10786,小西装的款式颜色都非常漂亮,款式颜色,非常,0,漂亮
10787,宝贝颜色很正,宝贝颜色,很,0,正
10788,效果挺赞的,效果,挺,0,赞
10789,这个价格来说还是物超所值的,价格,0,0,物超所值
10790,面料材质：材料稍有点硬,材质,有点,0,硬
10791,就是码子有点偏小  能将就穿,码子,偏,0,小
10792,这个衣服与之前买的有差距,衣服,0,0,有差距
10793,值得这个价钱,价钱,0,0,值
10794,这个价格也是超值的哦,价格,0,0,值
10795,卫衣非长的漂亮颜色,颜色,0,0,漂亮
10796,衣服比想象中厚,衣服,0,0,厚
10797,颜色非常的正,颜色,非常,0,正
10798,衣服很帅,衣服,很,0,帅
10799,颜色正宗,颜色,0,0,正宗
10800,卖家发货及时,卖家发货,0,0,及时
10801,颜色很漂亮的,颜色,很,0,漂亮
10802,适合冬季穿颜色正,颜色,0,0,正
10803,效果比真图差一点,效果,0,0,差
10804,物流有一个点慢,物流,0,0,慢
10805,料子挺软,料子,挺,0,软
10806,物流慢：2017年11月17号下的单,物流,0,0,慢
10807,服务态度差：申请退货审核未通过,服务态度,0,0,差
10808,根据平常的尺寸买也会小些,尺寸,0,0,小
10809,缺点是裤袋布料很薄,裤袋布料,很,0,薄
10810,实物颜色很亮,实物颜色,很,0,亮
10811,颜色很亮显肤色白,颜色,很,0,亮
10812,上身效果很赞,上身效果,很,0,赞
10813,衣服做工细,衣服做工,0,0,细
10814,衣服穿了很大方,衣服,很,0,大方
10815,打底外穿都可以 颜色很亮丽 不会掉色哦,颜色,很,0,亮丽
10816,客服推荐的尺码很正,尺码,很,0,正
10817,衣服款式很多,衣服款式,很,0,多
10818,尺码很正穿上很舒服推荐购买,尺码,很,0,正
10819,颜色也正的,颜色,0,0,正
10820,物流有点小慢,物流,有点,0,慢
10821,就是码子稍偏小了点,码子,偏,0,小
10822,衣服真的很厚,衣服,很,0,厚
10823,衣服很厚,衣服,很,0,厚
10824,衣服薄,衣服,0,0,薄
10825,摸起来手感挺软的,手感,挺,0,软
10826,颜色也非常的正,颜色,非常,0,正
10827,没想到我穿这衣服还是挺帅的,衣服,挺,0,帅
10828,物流慢了点好几天才到,物流,0,0,慢
10829,颜色正的,颜色,0,0,正
10830,就是物流慢了点,物流,0,0,慢
10831,就是感觉裤子大了,裤子,0,0,大
10832,这款衣服的设计很大胆呢,衣服的设计,很,0,大胆
10833,做工也细,做工,0,0,细
10834,款式颜色很正,款式颜色,很,0,正
10835,料子摸起来很柔软,料子,很,0,柔软
10836,款式和颜色很正,款式和颜色,很,0,正
10837,就是上衣的外套尺寸做得太小,外套尺寸,太,0,小
10838,里面的短袖码子有些偏小,码子,有些,0,偏小
10839,衣服很差劲,衣服,很,0,差劲
10840,尺码有点大,尺码,有点,0,大
10841,但是衣服手臂那里口太大,衣服,太,0,大
10842,尺码不是很准（不知尺码标注依据）,尺码,很,不是,准
10843,衣服面料有点厚了,衣服面料,有点,0,厚
10844,尺码买小了,尺码,0,0,小
10845,裙子布料硬,裙子布料,0,0,硬
10846,衣服上衣有点厚,衣服上衣,有点,0,厚
10847,颜色没有那么图片鲜亮,颜色,0,没有,鲜亮
10848,衣服稍微厚了点,衣服,稍微,0,厚
10849,版型很正很修身,版型,很,0,正
10850,商品款式很多,商品款式,很,0,多
10851,包装精致,包装,0,0,精致
10852,料子摸着柔软,料子,0,0,柔软
10853,包装的很精致,包装,很,0,精致
10854,朋友很喜欢  物流有点慢,物流,有点,0,慢
10855,物流超慢还要各种理由,物流,超,0,慢
10856,料子摸着也很柔软,料子,很,0,柔软
10857,颜色很正跟图片一样没色差,颜色,很,0,正
10858,码数也很正,码数,很,0,正
10859,衣服颜色和图片差不多,衣服颜色和图片,0,0,差不多
10860,因为码子偏小换了,码子,偏,0,小
10861,价格合理值得信赖的品牌,价格,0,0,合理
10862,衣服的底边太紧了,衣服的底边,太,0,紧
10863,到底是值这个价格的,价格,0,0,值
10864,唯一遗憾的是袖子与图片上的不一样  实际偏短了一些,袖子与图片,0,0,不一样
10865,价格小贵,价格,0,0,小贵
10866,衣服是穿过的而且衣服很脏有味道,衣服,很,0,脏
10867,物流超级慢,物流,超级,0,慢
10868,衣服上身很大,衣服上身,很,0,大
10869,物流也很慢,物流,很,0,慢
10870,但衣服有点大,衣服,有点,0,大
10871,就是衣服感觉买小了,衣服,0,0,小
10872,除了袖子短了一丢丢,袖子,0,0,短
10873,颜色比图片上要亮一点,颜色比图片,0,0,亮
10874,薄款的面料,面料,0,0,薄款
10875,衣服小,衣服,0,0,小
10876,穿这衣服上班得体又大方…,衣服,0,0,得体又大方
10877,颜色也很漂亮洋气,颜色,很,0,漂亮洋气
10878,衣料手感软舒滑顺,衣服手感,0,0,软
10879,颜色正规,颜色,0,0,正规
10880,价格贵点,价格,0,0,贵
10881,软软的材质,材质,0,0,软软的
10882,而且袖子还是有些宽大的,袖子,有些,0,宽大
10883,衣服厚重,衣服,0,0,厚重
10884,色差也很大,色差,很,0,大
10885,裤子质量超级差,裤子质量,超级,0,差
10886,衣料差就算了问题是做工还差,衣料,0,0,差
10887,发货较慢,发货,较,0,慢
10888,裙子面料太差了,裙子面料,0,0,差
10889,服务态度太差,服务态度,太,0,差
10890,这是我买过最差的衣服,衣服,最,0,差
10891,这个价格贵了,价格,0,0,贵
10892,衣服大了,衣服,0,0,大
10893,裙子腰围小；按商家提供尺寸换“M”码腰围71.5（cm）,裙子腰围,0,0,小
10894,码数大小很正,码数大小,很,0,正
10895,版型很正修身,版型,很,0,正
10896,这个价格真是超值的,价格,超,0,值
10897,衣服比一般的码稍大,衣服,0,0,稍大
10898,轻薄面料,面料,0,0,轻薄
10899,衣服价格偏贵,衣服价格,0,0,偏贵
10900,物流超慢,物流,超,0,慢
10901,拍的l衣服超级大,衣服,超级,0,大
10902,毛衣颜色挺正的,毛衣颜色,挺,0,正
10903,就是尺寸偏小穿不了直接退货了,尺寸,0,0,偏小
10904,居然比XL小了两个码的尺寸,尺寸,0,0,小
10905,客服服务态度非常差,客服服务态度,非常,0,差
10906,衣服很时尚大方,衣服,很,0,时尚大方
10907,衣服是有点厚度的,衣服,有点,0,厚度
10908,这件衣服有点小失望哦,衣服,有点,0,失望
10909,裙子的面料超级薄,裙子的面料,超级,0,薄
10910,袖子微短,袖子,微,0,短
10911,发货实在是慢,发货,0,0,慢
10912,颜色很正哦～嘻嘻,颜色,很,0,正
10913,可能是衣服里布有点紧,衣服,有点,0,紧
10914,面料较软,面料,较,0,软
10915,淡淡的花色,花色,0,0,淡淡的
10916,衣服厚度很适合南方的初夏,衣服厚度,很,0,适合
10917,小衣服是纯棉的,衣服,0,0,纯棉的
10918,就这件是颜色亮一点,颜色,0,0,亮
10919,颜色和花纹都很漂亮,颜色和花纹,很,0,漂亮
10920,物流快捷,物流,0,0,快捷
10921,全棉材质,材质,0,0,全棉
10922,唯一不足是物流很慢,物流,很,0,慢
10923,而且物流派送依旧很快速,物流派送,很,0,快速
10924,但我觉得说他的尺码还是很准的,尺码,很,0,准
10925,料子偏薄,料子,偏,0,薄
10926,颜色超级正,颜色,超级,0,正
10927,大的衣服相对比较贵,衣服,比较,0,贵
10928,就是质量差,质量,0,0,差
10929,小衣服摸起来棉棉的,衣服,0,0,绵绵的
10930,不是价格低,价格,不是,0,低
10931,是那种棉纱材质,材质,0,0,棉纱
10932,很多白色的款式,白色的款式,很,0,多
10933,小衣服很萌,衣服,很,0,萌
10934,衣服样子很可爱很小,衣服样子,很,0,可爱
10935,这衣服较薄,衣服,较,0,薄
10936,小朋友的衣服都萌萌哒,衣服,0,0,萌萌哒
10937,小小的衣服感觉很可爱,衣服,很,0,可爱
10938,手感很软,手感,很,0,软
10939,做工也很细,做工,很,0,细
10940,面料很软很适合宝宝,面料,很,0,软
10941,料子很柔软、很适合新生儿穿、一下囤了9套、还会继续回购～,料子,很,0,柔软
10942,有的价格很贵,价格,很,0,贵
10943,衣服小小的很可爱,衣服,很,0,可爱
10944,衣服很可爱,衣服,很,0,可爱
10945,这款衣服比较薄,衣服,比较,0,薄
10946,尺寸可能偏小,尺寸,偏,0,小
10947,是纯棉的洗后不掉色缩水,纯棉的,0,0,不掉色缩水
10948,感觉码偏大,码,0,0,偏大
10949,薄薄的衣服,衣服,0,0,薄薄的
10950,材质很软,材质,很,0,软
10951,这个颜色很正,颜色,很,0,正
10952,衣服料子摸着也很软,衣服料子,很,0,软
10953,做工非常仔细,做工,非常,0,仔细
10954,颜色款式也很多样,颜色款式,很,0,多样
10955,只见衣服小,衣服,0,0,小
10956,手感软软的,手感,0,0,软软的
10957,码数正常,码数,0,0,正常
10958,料子穿着很柔软,料子,很,0,柔软
10959,尺码有些选大了,尺码,有些,0,大
10960,这个价位买到真的很值,价位,很,0,值
10961,颜色均匀很正,颜色,0,0,均匀
10962,裤子的颜色很正,裤子的颜色,很,0,正
10963,很棒的购物体验,购物体验,很,0,棒
10964,经常给娃买这个牌子的衣服质量杠杠滴110的儿子才1米穿着大了点,衣服质量,0,0,杠杠滴
10965,款式也较多选择,款式,较,0,多
10966,裤子码数正常,裤子码数,0,0,正常
10967,颜色正穿上打球舒服,颜色,0,0,正
10968,折扣力度很大,折扣力度,很,0,大
10969,料子软和,料子,0,0,软
10970,儿子穿上身保暖又帅气,上身,0,0,保暖又帅气
10971,这款裤子尺码偏大,裤子尺码,0,0,偏大
10972,尺码也是有点偏大,尺码,有点,0,偏大
10973,99三件这个价钱值了,价钱,0,0,值
10974,拒绝质量差的衣物,质量,0,0,差
10975,裤子尺码精准,裤子尺码,0,0,精准
10976,宝宝的衣服容易脏,衣服,0,0,脏
10977,裤子颜色很正,裤子颜色,很,0,正
10978,颜色正有弹力,颜色,0,0,正
10979,尺码选大了些,尺码,0,0,大
10980,按正常尺码买就可以,尺码,0,0,正常
10981,手感绵软,手感,0,0,绵软
10982,手感超软,手感,超,0,软
10983,裤子面料很软,裤子面料,很,0,软
10984,颜色很正和描述的一样,颜色,很,0,正
10985,这个价格绝对值了,价格,0,0,值
10986,这条料子很软,料子,很,0,软
10987,物流慢了点,物流,0,0,慢
10988,衣服有些大,衣服,有些,0,大
10989,衣服很显高大上,衣服,很,0,高大上
10990,物流也飞快,物流,0,0,飞快
10991,关键价格很值,价格,很,0,值
10992,白色颜色是很正的,白色颜色,很,0,正
10993,这一款属于比较薄的衣服,衣服,比较,0,薄
10994,面料很棒,面料,很,0,棒
10995,红的颜色很正,红的颜色,很,0,正
10996,颜色又正,颜色,0,0,正
10997,颜色很亮,颜色,很,0,亮
10998,红色颜色漂亮,红色颜色,0,0,漂亮
10999,而且这个颜色非常正,颜色,非常,0,正
11000,衣服也有一点厚度,衣服,0,0,厚度
11001,不得不说这衣服的号还是很正点的,衣服,很,0,正点
11002,红色的颜色特别正,红色的颜色,特别,0,正
11003,真的是物美价廉啊尺码很正,尺码,很,0,正
11004,一开始以为质量可能会比较差,质量,比较,0,差
11005,质量过关下次会继续关照,质量,0,0,过关
11006,收到后看到颜色很正,颜色,很,0,正
11007,衣服的做工细节什么都也都没的说,衣服的做工细节,0,0,没的说
11008,红色尺寸偏小,红色尺寸,0,偏,小
11009,物流方便快捷,物流,0,0,方便快捷
11010,而且尺码也很准,尺码,很,0,准
11011,纯棉的而且还不掉色,纯棉,0,0,不掉色
11012,黄色比红色袖子短一点,黄色比红色袖子,0,0,短
11013,衣服颜色很亮,衣服颜色,很,0,亮
11014,颜色比较鲜亮,颜色,比较,0,鲜亮
11015,第1次买这个颜色很亮丽,颜色,很,0,亮丽
11016,衣服偏薄,衣服,0,偏,薄
11017,黄的软软的面料,面料,0,0,软
11018,料子摸着也很软,料子,很,0,软
11019,颜色很很正,颜色,很,0,正
11020,这是一次很棒的购物体验,购物体验,很,0,棒
11021,女孩子穿这个颜色也很漂亮,颜色,很,0,漂亮
11022,这个价位真的是物超所值,价位,0,0,物超所值
11023,宝宝穿上很帅气呢～颜色也很正,颜色,很,0,正
11024,颜色很正哦,颜色,很,0,正
11025,红色颜色很正,红色颜色,很,0,正
11026,颜色很漂亮呢哦,颜色,很,0,漂亮
11027,这价格值得推荐,价格,0,0,值得推荐
11028,布料很薄,布料,很,0,薄
11029,所以现在才来评价颜色很漂亮,颜色,很,0,漂亮
11030,布料也很软,布料,很,0,软
11031,布料很软和的,布料,很,0,软
11032,颜色也正很满意,颜色,0,0,正
11033,衣服很薄很轻 很适合夏天开空调穿,衣服,很,0,薄
11034,尺寸大小适中,尺寸大小,0,0,适中
11035,料子洗过一水很软,料子,很,0,软
11036,尽管物流慢了点,物流,0,0,慢
11037,就是开始味道有点大,味道,有点,0,大
11038,这价钱买到的超值了,价钱,超,0,值
11039,就是码子买小,码子,0,0,小
11040,尺码也还比较准,尺码,0,0,准
11041,衣服料子软,衣服料子,0,0,软
11042,价格贵了点,价格,0,0,贵
11043,不知道缩不缩水摸着面料挺软,面料,挺,0,软
11044,发货有些慢,发货,有些,0,慢
11045,图案颜色都很正,图案颜色,很,0,正
11046,面料很薄,面料,很,0,薄
11047,小男孩穿这套衣服酷酷哒,衣服,0,0,酷酷哒
11048,和图片一样颜色非常亮,颜色,非常,0,亮
11049,颜色很正...和图片上的一样,颜色,很,0,正
11050,宝宝上身非常帅气哦,上身,非常,0,帅气
11051,衣服尺码很准,衣服尺码,很,0,准
11052,颜色鲜亮,颜色,0,0,鲜亮
11053,超值的价格,价格,超,0,值
11054,颜色也亮,颜色,0,0,亮
11055,衣服够大,衣服,0,0,大
11056,不过衣服很厚,衣服,很,0,厚
11057,颜色亮丽,颜色,0,0,亮丽
11058,衣服是正版,衣服,0,0,正版
11059,颜色很亮跟图片一样,颜色,很,0,亮
11060,布料紧密严实,布料,0,0,紧密严实
11061,颜色很漂亮哦,颜色,很,0,漂亮
11062,颜色亮,颜色,0,0,亮
11063,这个价钱还是超值,价钱,超,0,值
11064,颜色蛮正,颜色,蛮,0,正
11065,有一件尺码小了,尺码,0,0,小
11066,味道很大,味道,很,0,大
11067,颜色也很漂亮的,颜色,很,0,漂亮
11068,颜色挺正,颜色,挺,0,正
11069,衣服收到了给孩子试了有点大明年穿吧活动买的很划算,衣服,很,0,划算
11070,衣服看起来很大气,衣服,很,0,大气
11071,面料整体偏薄,面料整体,偏,0,薄
11072,就是衣服袖子有点紧,衣服袖子,有点,0,紧
11073,试穿的时候就是有很大味道,味道,很,0,大
11074,感觉码子有点偏小,码子,偏,0,小
11075,只是尺码太大了,尺码,太,0,大
11076,可能就是码子偏小,码子,0,0,偏小
11077,味道有一点大,味道,0,0,大
11078,就是做工稍差了一点,做工,稍,0,差
11079,衣服买的有点大了,衣服,有点,0,大
